Id,OverallQual,Neighborhood,GrLivArea,YearBuilt,GarageArea,TotalBsmtSF,FullBath,YearRemodAdd,2ndFlrSF,Foundation,Exterior2nd,Fireplaces,LotArea,Exterior1st,OpenPorchSF,SalePrice
335,6,Gilbert,1638,1998,472,943,2,1998,695,PConc,VinylSd,2,9042,VinylSd,38,192000
338,7,CollgCr,1536,2002,532,1536,2,2003,0,PConc,VinylSd,0,9135,VinylSd,74,214000
339,7,NWAmes,1621,1984,440,1208,2,1998,0,CBlock,Wd Sdng,0,14145,Wd Sdng,45,202500
340,6,NAmes,1215,1958,297,1215,1,1998,0,CBlock,Wd Sdng,0,12400,Wd Sdng,0,155000
341,8,Timber,1908,2002,431,967,2,2002,915,PConc,VinylSd,0,14191,VinylSd,0,202900
345,5,MeadowV,1112,1976,336,536,1,1976,576,CBlock,CmentBd,0,2592,CemntBd,0,85000
346,6,BrkSide,1577,1939,312,972,1,1950,605,BrkTil,MetalSd,1,6435,MetalSd,0,140200
347,6,NAmes,958,1960,301,958,1,1998,0,CBlock,MetalSd,0,12772,MetalSd,0,151500
348,6,NAmes,1478,1960,498,1478,2,1960,0,CBlock,Wd Sdng,2,17600,Wd Sdng,40,157500
349,7,NridgHt,1626,2003,474,764,2,2004,862,PConc,Wd Shng,0,2448,VinylSd,27,154000
352,7,ClearCr,1453,1986,445,1453,1,1986,0,PConc,Wd Sdng,1,5271,Wd Sdng,80,190000
353,5,Edwards,1111,1941,200,616,1,1950,495,CBlock,VinylSd,0,9084,VinylSd,0,95000
354,6,OldTown,720,1928,484,624,1,2003,0,BrkTil,VinylSd,0,8520,VinylSd,0,105900
355,6,SWISU,1595,1940,240,940,1,2000,403,CBlock,MetalSd,2,8400,Wd Sdng,0,140000
356,6,CollgCr,1200,1995,521,1200,2,1995,0,PConc,VinylSd,0,11249,VinylSd,26,177500
357,6,Gilbert,1167,1992,400,1158,2,1992,0,PConc,HdBoard,0,9248,HdBoard,26,173000
358,5,MeadowV,1142,1976,528,1142,1,1976,0,PConc,CmentBd,1,4224,CemntBd,90,134000
359,5,ClearCr,1352,1958,288,1062,1,1958,0,CBlock,ImStucc,0,6930,Wd Sdng,0,130000
360,8,NoRidge,1924,1998,592,1086,2,1998,838,PConc,VinylSd,1,12011,VinylSd,75,280000
361,6,Mitchel,912,1978,470,888,1,1978,0,CBlock,VinylSd,1,7540,VinylSd,0,156000
362,5,BrkSide,1505,1940,240,883,1,1982,517,CBlock,MetalSd,0,9144,MetalSd,0,145000
364,6,BrDale,987,1972,264,483,1,2007,504,CBlock,HdBoard,0,1680,HdBoard,0,118000
365,6,NWAmes,1574,1976,566,796,2,1976,784,PConc,HdBoard,1,18800,HdBoard,111,190000
366,5,IDOTRR,1344,1920,468,672,1,1997,672,CBlock,VinylSd,0,10690,VinylSd,128,147000
368,6,NAmes,1431,1962,296,1099,1,1962,0,CBlock,Plywood,1,9150,Plywood,110,165000
369,5,NAmes,1268,1954,244,1268,1,1954,0,PConc,HdBoard,1,7800,HdBoard,98,132000
370,5,NAmes,1287,1959,576,1063,1,2006,0,CBlock,Wd Sdng,1,9830,Wd Sdng,17,162000
371,6,Gilbert,1664,2000,460,953,2,2000,711,PConc,VinylSd,1,8121,VinylSd,40,172400
373,6,SawyerW,752,1984,264,744,1,1984,0,CBlock,Plywood,0,7175,Plywood,0,125000
374,5,NAmes,1319,1953,270,608,1,1953,0,PConc,MetalSd,0,10634,MetalSd,0,123000
375,7,CollgCr,1928,2003,434,847,2,2004,1081,PConc,VinylSd,1,8200,VinylSd,48,219500
377,5,CollgCr,914,1996,576,870,1,1996,0,PConc,VinylSd,0,8846,VinylSd,0,148000
378,8,Somerst,2466,2004,610,1580,3,2005,886,PConc,CmentBd,1,11143,CemntBd,214,340000
380,6,Gilbert,1800,2000,463,982,2,2000,793,PConc,VinylSd,1,8123,VinylSd,63,179000
382,7,Somerst,1301,2006,572,1293,2,2006,0,PConc,VinylSd,1,7200,VinylSd,121,187750
383,7,CollgCr,1797,2006,639,939,2,2006,858,PConc,VinylSd,0,9245,VinylSd,53,213500
386,8,Blmngtn,1269,2004,430,1256,2,2005,0,PConc,VinylSd,1,3182,VinylSd,20,192000
387,5,Edwards,1184,1910,0,658,1,1996,526,PConc,VinylSd,0,8410,Wd Sdng,151,81000
388,6,Edwards,1125,1976,352,1041,1,1976,0,CBlock,MetalSd,1,7200,MetalSd,0,125000
389,7,CollgCr,1479,1999,577,1468,2,2000,0,PConc,VinylSd,0,9382,VinylSd,25,191000
391,5,Edwards,1367,1900,384,861,1,1950,406,BrkTil,MetalSd,0,8405,MetalSd,130,119000
392,6,Mitchel,1961,2001,560,804,2,2002,1157,PConc,VinylSd,1,12209,VinylSd,192,215000
394,4,BrkSide,788,1941,0,788,1,1950,0,CBlock,Wd Shng,2,7446,WdShing,0,100000
395,5,OldTown,1034,1940,240,735,1,1950,299,CBlock,MetalSd,0,10134,MetalSd,39,109000
396,5,Edwards,1144,1956,596,1144,1,1956,0,CBlock,Wd Sdng,0,9571,Wd Sdng,0,129000
397,5,CollgCr,894,1972,600,894,1,1972,0,CBlock,MetalSd,0,7200,MetalSd,0,123000
398,5,NAmes,1812,1962,264,864,2,1962,936,CBlock,VinylSd,1,7590,VinylSd,168,169500
402,7,CollgCr,1310,2005,400,1310,2,2005,0,PConc,VinylSd,1,8767,VinylSd,0,164990
403,5,Sawyer,672,1940,240,672,1,1997,0,PConc,Wd Sdng,0,10200,Wd Sdng,0,108000
404,8,NoRidge,2263,1998,420,1141,2,1998,1098,PConc,VinylSd,1,12090,VinylSd,123,258000
405,6,Gilbert,1572,1995,373,806,2,1996,766,PConc,MetalSd,1,10364,MetalSd,40,168000
406,4,Sawyer,1620,1976,490,1281,2,1993,0,CBlock,Plywood,1,9991,Plywood,78,150000
407,6,SWISU,1639,1936,240,1064,1,1950,0,BrkTil,MetalSd,0,10480,MetalSd,0,115000
408,6,Crawfor,1680,1915,308,840,2,1976,840,BrkTil,Plywood,0,15576,Wd Sdng,0,177000
409,7,NridgHt,2172,2006,947,1063,2,2006,1101,PConc,VinylSd,1,14154,VinylSd,62,280000
410,8,Somerst,2078,2007,836,1034,2,2008,1028,PConc,VinylSd,1,10800,VinylSd,102,339750
412,5,Gilbert,1056,1955,572,1056,1,1955,0,CBlock,Wd Sdng,0,34650,Wd Sdng,0,145000
413,7,Somerst,1478,2009,484,1470,2,2009,0,PConc,MetalSd,1,4403,MetalSd,144,222000
414,5,OldTown,1028,1927,360,1008,1,1950,0,CBlock,Wd Shng,1,8960,WdShing,0,115000
415,7,SawyerW,2097,1993,678,1080,2,1993,1017,PConc,VinylSd,1,11228,VinylSd,187,228000
416,7,Gilbert,1340,2007,396,1340,2,2007,0,PConc,VinylSd,0,8899,VinylSd,30,181134
417,6,Sawyer,1400,1978,440,672,1,1978,728,CBlock,HdBoard,1,7844,HdBoard,0,149500
419,5,Edwards,1134,1940,240,756,1,1950,378,BrkTil,MetalSd,0,8160,MetalSd,0,126000
420,5,NAmes,1056,1968,304,1056,1,1968,0,CBlock,VinylSd,1,8450,VinylSd,85,142000
421,7,Mitchel,1344,1997,784,1344,2,1998,0,PConc,VinylSd,0,7060,VinylSd,0,206300
422,6,NWAmes,1602,1977,529,1602,2,2000,0,CBlock,CmentBd,1,16635,CemntBd,0,215000
423,5,Mitchel,988,1954,520,988,1,1954,0,CBlock,HdBoard,0,21750,HdBoard,0,113000
425,6,NAmes,1196,1956,297,1196,1,1956,0,CBlock,Wd Sdng,1,9000,Wd Sdng,44,139000
426,7,OldTown,1389,1946,240,651,1,1992,682,CBlock,HdBoard,2,3378,HdBoard,0,135000
428,4,NAmes,907,1957,352,907,1,1957,0,CBlock,MetalSd,0,8593,MetalSd,0,109008
429,7,CollgCr,1208,2007,628,1208,2,2007,0,PConc,VinylSd,0,6762,VinylSd,54,195400
430,6,Timber,1412,1988,576,1392,2,1988,0,CBlock,HdBoard,1,11457,HdBoard,0,175000
431,6,BrDale,987,1971,264,483,1,1971,504,CBlock,HdBoard,0,1680,HdBoard,0,85400
432,6,OldTown,1198,1920,0,901,1,1998,110,BrkTil,MetalSd,0,5586,MetalSd,98,79900
433,5,BrDale,1365,1971,440,765,1,1971,600,CBlock,HdBoard,0,1920,HdBoard,36,122500
434,6,Gilbert,1604,1997,470,926,2,1998,678,PConc,VinylSd,1,10839,VinylSd,36,181000
435,4,MeadowV,630,1972,0,630,1,1972,0,CBlock,CmentBd,0,1890,CemntBd,0,81000
436,7,CollgCr,1661,1996,550,799,2,1996,834,PConc,VinylSd,1,10667,VinylSd,61,212000
437,6,OldTown,1118,1920,440,648,1,1950,384,BrkTil,Stucco,0,4400,Stucco,0,116000
438,6,BrkSide,904,1926,180,884,1,2004,0,PConc,Wd Sdng,0,6000,Wd Sdng,0,119000
440,6,Edwards,1196,1920,528,684,1,2000,512,BrkTil,Wd Sdng,0,12354,Wd Sdng,46,110000
442,4,Edwards,1440,1955,0,1440,2,1955,0,CBlock,VinylSd,0,12108,VinylSd,0,118000
443,5,BrkSide,1573,1930,360,1078,2,1992,445,PConc,MetalSd,1,6240,MetalSd,0,162900
444,7,Blmngtn,1258,2006,648,1258,2,2007,0,PConc,Wd Shng,1,3922,WdShing,16,172500
445,7,CollgCr,1908,1994,493,915,2,1995,975,PConc,VinylSd,1,8750,VinylSd,133,210000
446,6,Edwards,1689,1956,480,1436,1,1956,0,CBlock,Wd Sdng,1,9855,Wd Sdng,0,127500
447,6,NAmes,1888,1966,578,1517,2,2002,0,CBlock,Plywood,1,16492,BrkFace,0,190000
448,7,Gilbert,1886,1998,431,930,2,1999,930,PConc,VinylSd,1,11214,VinylSd,0,199900
449,6,IDOTRR,1376,1937,198,780,2,1950,596,BrkTil,MetalSd,1,8600,MetalSd,0,119500
450,3,OldTown,1183,1948,308,649,1,2002,504,CBlock,MetalSd,0,6000,MetalSd,176,120000
451,6,OldTown,813,1930,270,813,1,2005,0,BrkTil,Wd Sdng,0,5684,Wd Sdng,113,110000
453,6,Timber,1756,1996,422,872,2,1997,868,PConc,VinylSd,0,9303,VinylSd,122,204000
454,8,Somerst,1590,2008,676,768,2,2008,804,PConc,VinylSd,0,9000,VinylSd,30,210000
455,5,Mitchel,1728,1976,560,1728,2,1976,0,CBlock,Plywood,0,9297,Plywood,0,188000
456,7,NWAmes,1242,1973,528,1242,1,1973,0,CBlock,HdBoard,1,9600,HdBoard,0,175500
457,5,OldTown,1344,1916,513,624,1,1950,720,BrkTil,AsbShng,0,4571,AsbShng,0,98000
459,8,OldTown,1666,1925,228,588,1,1996,833,PConc,Wd Shng,1,5100,Stucco,63,161000
460,5,BrkSide,1203,1950,352,709,1,1950,224,CBlock,MetalSd,1,7015,MetalSd,0,110000
462,7,SWISU,1135,1936,576,560,1,2007,560,PConc,Wd Sdng,0,7200,Wd Sdng,0,155000
464,6,Crawfor,1660,1934,240,715,1,1995,811,CBlock,Stucco,1,11988,Stucco,0,188700
465,5,CollgCr,1040,1978,0,1040,2,1978,0,CBlock,HdBoard,0,8430,HdBoard,0,124000
466,7,Blmngtn,1414,2004,398,1375,2,2004,0,PConc,VinylSd,1,3072,VinylSd,20,178740
467,7,NAmes,1277,1970,526,1277,1,1970,0,CBlock,Plywood,1,10628,Plywood,0,167000
468,5,NAmes,1644,1942,312,728,1,1995,756,CBlock,MetalSd,2,9480,MetalSd,0,146500
469,8,NridgHt,1634,2006,866,1626,2,2006,0,PConc,VinylSd,1,11428,VinylSd,44,250000
470,6,SawyerW,1710,1993,506,832,2,1993,878,PConc,HdBoard,0,9291,HdBoard,70,187000
472,7,NWAmes,1969,1977,534,808,2,1977,808,CBlock,Plywood,1,11952,WdShing,0,190000
473,6,Edwards,1072,2005,525,547,1,2005,0,PConc,VinylSd,0,3675,VinylSd,28,148000
476,5,Sawyer,970,1963,624,970,1,1963,0,CBlock,HdBoard,0,8480,HdBoard,24,132500
477,6,CollgCr,1493,1997,508,1478,2,1998,0,PConc,VinylSd,1,13125,VinylSd,39,208900
479,8,CollgCr,1718,2007,826,1705,2,2008,0,PConc,VinylSd,1,10637,VinylSd,44,297000
480,4,OldTown,1131,1937,672,907,1,2000,0,BrkTil,Stucco,0,5925,Stucco,72,89471
481,9,NridgHt,1850,2004,772,1833,2,2005,0,PConc,VinylSd,1,16033,VinylSd,112,326000
483,7,OldTown,1826,1915,164,910,1,2005,910,PConc,Stucco,1,2500,Stucco,0,155000
484,6,Mitchel,1216,1998,402,1216,2,1998,0,PConc,VinylSd,0,4500,VinylSd,125,164000
485,5,Sawyer,999,1962,264,999,1,2001,0,CBlock,Plywood,0,7758,HdBoard,132,132500
486,5,NAmes,1113,1950,264,1113,1,2007,0,CBlock,MetalSd,1,9600,MetalSd,80,147000
487,5,NAmes,1073,1965,515,1073,1,1965,0,CBlock,MetalSd,0,10289,MetalSd,0,156000
488,5,NWAmes,1484,1971,487,1484,2,1971,0,CBlock,Plywood,1,12243,Plywood,0,175000
489,5,OldTown,2414,1900,520,954,2,1970,648,CBlock,Wd Sdng,1,10800,Wd Sdng,0,160000
490,4,MeadowV,630,1970,286,630,1,2002,0,CBlock,CmentBd,0,1526,CemntBd,0,86000
491,5,MeadowV,1304,1976,336,264,1,1976,688,PConc,CmentBd,1,2665,CemntBd,24,115000
492,6,NAmes,1578,1941,240,806,1,1950,620,CBlock,Wd Sdng,2,9490,Wd Sdng,0,133000
493,6,Gilbert,1456,2006,429,728,2,2006,728,PConc,VinylSd,0,15578,VinylSd,0,172785
494,5,NAmes,1269,1960,308,1269,1,1960,0,CBlock,Wd Sdng,1,7931,BrkFace,0,155000
495,5,OldTown,886,1938,273,190,1,1996,0,BrkTil,MetalSd,0,5784,MetalSd,20,91300
498,7,BrkSide,1820,1925,240,1026,2,1950,687,PConc,Wd Sdng,0,9120,Wd Sdng,100,184000
499,5,Sawyer,899,1967,288,864,1,2004,0,PConc,HdBoard,0,7800,HdBoard,0,130000
500,5,NAmes,912,1958,297,912,1,1985,0,CBlock,MetalSd,0,7535,MetalSd,285,120000
501,6,BrDale,1218,1973,264,672,1,1973,546,CBlock,HdBoard,0,1890,HdBoard,28,113000
502,7,Somerst,1768,2005,603,866,2,2005,902,PConc,VinylSd,0,9803,VinylSd,108,226700
503,5,Edwards,1214,1965,461,1214,1,1965,0,CBlock,MetalSd,0,9170,MetalSd,0,140000
505,6,NPkVill,1322,1974,440,855,2,1974,467,CBlock,Brk Cmn,1,2308,Plywood,0,147000
506,5,OldTown,1960,1952,400,960,2,1952,1000,CBlock,Wd Sdng,0,7596,Wd Sdng,0,124500
507,8,SawyerW,1911,1993,471,777,2,1994,846,PConc,VinylSd,1,9554,VinylSd,81,215000
508,6,Somerst,1218,2009,676,1218,2,2009,0,PConc,VinylSd,0,7862,VinylSd,102,208300
509,7,OldTown,1378,1928,360,689,2,2005,689,BrkTil,MetalSd,1,9600,MetalSd,0,161000
510,5,NAmes,1041,1959,270,1041,1,1959,0,CBlock,MetalSd,0,9600,MetalSd,88,124500
512,7,NridgHt,1368,2005,474,1368,2,2006,0,PConc,VinylSd,1,6792,VinylSd,35,202665
513,5,NAmes,864,1958,624,864,1,1958,0,CBlock,VinylSd,0,9100,VinylSd,0,129900
514,6,Mitchel,1080,1983,484,1084,1,1983,0,PConc,VinylSd,0,9187,VinylSd,0,134000
515,5,Crawfor,789,1926,200,768,1,1950,0,BrkTil,Wd Sdng,0,10594,Wd Sdng,0,96500
517,6,NWAmes,2119,1972,583,689,2,1972,741,CBlock,HdBoard,1,10448,HdBoard,104,158000
518,7,NoRidge,2344,1996,889,1264,2,1997,1067,PConc,VinylSd,1,10208,VinylSd,0,265000
519,6,CollgCr,1796,1998,546,794,2,1998,914,PConc,VinylSd,0,9531,VinylSd,36,211000
522,6,NAmes,1244,1957,336,1244,1,1957,0,CBlock,VinylSd,2,11988,VinylSd,40,150000
526,7,Somerst,1266,2005,453,1257,2,2005,0,PConc,VinylSd,1,7500,VinylSd,144,176000
527,5,NAmes,928,1956,252,928,1,2000,0,CBlock,Wd Sdng,0,13300,Wd Sdng,0,132000
529,4,Edwards,605,1920,0,528,1,2002,0,BrkTil,Wd Sdng,0,9098,Wd Sdng,0,86000
531,6,Timber,1509,1988,600,1461,2,1989,0,CBlock,HdBoard,1,10200,HdBoard,0,175000
532,6,BrkSide,1362,1920,502,611,2,1999,611,BrkTil,Wd Sdng,0,6155,Wd Sdng,0,128000
535,8,Gilbert,1414,2004,403,707,2,2004,707,PConc,VinylSd,1,9056,VinylSd,35,178000
536,5,Edwards,1347,1910,0,1117,1,1991,527,CBlock,MetalSd,0,7000,MetalSd,0,107500
537,7,CollgCr,1724,1998,527,880,2,1999,844,PConc,VinylSd,0,8924,VinylSd,155,188000
538,4,NAmes,864,1972,576,864,1,1972,0,CBlock,MetalSd,0,12735,MetalSd,0,111250
539,5,Sawyer,1159,1968,336,1051,1,1968,0,CBlock,Plywood,1,11553,Plywood,0,158000
540,8,CollgCr,1601,2001,670,1581,2,2002,0,PConc,VinylSd,1,11423,VinylSd,0,272000
541,9,Timber,1838,2006,765,1838,2,2006,0,PConc,VinylSd,1,14601,VinylSd,68,315000
542,8,NoRidge,2285,2000,648,969,2,2000,1288,PConc,VinylSd,1,11000,VinylSd,56,248000
543,7,NWAmes,1680,1998,583,1650,2,1999,0,PConc,VinylSd,1,10140,VinylSd,73,213250
544,7,NAmes,767,1998,367,723,1,1998,0,PConc,MetalSd,0,4058,MetalSd,40,133000
545,7,Gilbert,1496,2006,426,654,2,2006,832,PConc,VinylSd,1,17104,VinylSd,24,179665
546,7,NWAmes,2183,1988,786,1204,2,1988,806,PConc,HdBoard,0,13837,HdBoard,0,229000
548,5,Mitchel,768,1970,624,768,1,1970,0,CBlock,VinylSd,0,7244,VinylSd,0,129500
549,5,OldTown,825,1955,720,825,1,1995,0,CBlock,MetalSd,0,8235,MetalSd,50,125000
550,7,Somerst,2094,2003,615,912,2,2004,1182,PConc,VinylSd,1,9375,VinylSd,182,263000
551,6,NPkVill,1069,1977,440,1069,2,1977,0,CBlock,Plywood,0,4043,Plywood,55,140000
552,5,OldTown,928,1957,288,928,1,1957,0,CBlock,BrkFace,0,6000,BrkFace,0,112500
553,8,NridgHt,1717,2006,908,1709,2,2006,0,PConc,VinylSd,1,11146,VinylSd,39,255500
555,7,NridgHt,2046,2003,871,998,2,2004,1040,PConc,VinylSd,1,10625,VinylSd,62,284000
556,5,BrkSide,1048,1922,280,993,1,1950,0,BrkTil,MetalSd,1,6380,MetalSd,0,113000
557,5,NAmes,1092,1957,299,1092,1,1957,0,CBlock,Wd Sdng,1,14850,Wd Sdng,0,141000
558,4,IDOTRR,1336,1920,570,637,1,1950,439,CBlock,MetalSd,0,11040,MetalSd,47,108000
559,7,Gilbert,1446,1996,406,729,2,1997,717,PConc,HdBoard,1,21872,HdBoard,22,175000
560,7,Blmngtn,1557,2003,420,1374,2,2004,0,PConc,VinylSd,1,3196,VinylSd,20,234000
561,5,Sawyer,1392,1957,528,1392,1,1996,0,CBlock,Wd Sdng,1,11341,Wd Sdng,0,121500
562,5,Mitchel,1389,1974,418,1389,1,1975,0,CBlock,HdBoard,1,10010,HdBoard,38,170000
563,5,Edwards,996,1940,0,996,1,1969,0,CBlock,Wd Shng,1,13907,WdShing,0,108000
564,6,Edwards,1674,1918,396,1163,2,1950,511,BrkTil,Wd Sdng,1,21780,Wd Sdng,36,185000
566,6,SWISU,1647,1915,216,806,1,1950,806,PConc,Wd Sdng,0,6858,Wd Sdng,66,128000
567,9,StoneBr,2504,2005,656,1122,2,2007,1370,PConc,VinylSd,1,11198,VinylSd,39,325000
568,7,NridgHt,1535,2004,532,1517,2,2004,0,PConc,VinylSd,0,10171,VinylSd,0,214000
570,5,NAmes,943,1979,600,943,1,1979,0,CBlock,MetalSd,2,7032,MetalSd,0,135960
571,5,NAmes,1728,1965,576,1728,2,1965,0,CBlock,HdBoard,0,13101,HdBoard,0,142600
572,6,NAmes,864,1959,288,864,1,1959,0,CBlock,Wd Shng,0,7332,WdShing,0,120000
573,7,Timber,1692,2009,650,846,2,2009,846,PConc,VinylSd,0,13159,VinylSd,114,224500
574,7,Gilbert,1430,2000,400,384,2,2000,656,PConc,VinylSd,1,9967,VinylSd,0,170000
575,5,NAmes,1109,1971,288,372,1,2005,533,CBlock,AsphShn,0,10500,MetalSd,0,139000
576,5,NAmes,1216,1947,336,832,1,1950,384,CBlock,MetalSd,0,8480,MetalSd,0,118500
577,7,SWISU,1477,1928,216,861,2,1950,600,BrkTil,Wd Sdng,1,6292,Wd Sdng,50,145000
578,5,Sawyer,1320,1966,564,1164,1,1966,0,CBlock,VinylSd,2,11777,VinylSd,68,164500
579,7,Somerst,1392,2007,540,689,2,2007,689,PConc,VinylSd,0,3604,VinylSd,102,146000
580,5,OldTown,1795,1954,352,1050,2,1954,745,BrkTil,MetalSd,0,12150,MetalSd,0,131500
581,6,NAmes,1429,1960,572,1144,1,1987,0,CBlock,Wd Sdng,2,14585,Wd Sdng,110,181900
583,6,Edwards,816,1990,0,816,1,1990,0,CBlock,HdBoard,0,11841,HdBoard,32,118500
585,4,BrkSide,1573,1935,240,884,1,1995,584,BrkTil,AsbShng,0,6120,AsbShng,0,133000
587,6,BrkSide,838,1918,275,816,1,2000,0,BrkTil,Wd Shng,0,10267,Stucco,0,130000
588,5,Sawyer,860,1982,528,840,1,1982,0,CBlock,HdBoard,0,8740,HdBoard,0,137000
589,5,ClearCr,1473,1968,452,1437,1,2003,0,CBlock,Wd Sdng,2,25095,Wd Sdng,48,143000
591,7,CollgCr,1582,2004,520,770,2,2004,812,PConc,VinylSd,0,8320,VinylSd,45,185900
593,5,Mitchel,816,1982,816,816,1,2003,0,PConc,HdBoard,0,6600,HdBoard,0,138000
594,6,CollgCr,848,2003,420,848,1,2003,0,PConc,VinylSd,0,4435,VinylSd,0,140000
595,5,CollgCr,924,1975,280,924,1,1975,0,CBlock,HdBoard,0,7990,HdBoard,0,110000
597,6,OldTown,1368,1910,216,684,1,1993,684,CBlock,VinylSd,0,3600,VinylSd,158,114504
598,7,Blmngtn,1402,2006,648,1258,0,2007,0,PConc,VinylSd,1,3922,VinylSd,16,194201
600,6,Blueste,1556,1980,452,716,2,1980,840,CBlock,MetalSd,1,1950,MetalSd,0,151000
601,8,NridgHt,1904,2005,736,1058,2,2005,846,PConc,VinylSd,1,10927,VinylSd,60,275000
602,6,IDOTRR,1375,1937,544,780,1,1950,595,PConc,Wd Sdng,1,9000,Wd Sdng,162,141000
603,8,SawyerW,1915,1992,506,908,2,1992,988,PConc,HdBoard,1,10041,HdBoard,150,220000
604,7,Somerst,1200,2004,480,600,2,2005,600,PConc,MetalSd,0,3182,MetalSd,172,151000
605,7,CollgCr,1494,2002,530,1494,2,2002,0,PConc,VinylSd,1,12803,VinylSd,36,221000
607,5,CollgCr,1040,1996,576,1040,1,1996,0,PConc,VinylSd,0,12464,VinylSd,0,152000
610,4,Sawyer,1029,1961,261,1029,1,1961,0,CBlock,VinylSd,0,7943,VinylSd,0,118500
611,9,CollgCr,2153,2000,736,1440,2,2000,677,PConc,VinylSd,2,11050,VinylSd,142,313000
612,6,NWAmes,1032,1978,564,1032,2,1978,0,CBlock,HdBoard,1,10395,HdBoard,0,148000
613,8,CollgCr,1872,2001,531,1299,2,2001,573,PConc,VinylSd,1,11885,VinylSd,122,261500
614,5,Mitchel,1120,2007,0,1120,1,2007,0,PConc,VinylSd,0,8402,VinylSd,30,147000
616,6,NAmes,1054,1963,480,936,1,1963,0,PConc,MetalSd,0,8800,MetalSd,0,137500
617,6,Gilbert,1509,2002,393,783,2,2003,702,PConc,VinylSd,1,7861,VinylSd,75,183200
618,6,NAmes,832,1954,528,832,1,1954,0,CBlock,MetalSd,0,7227,MetalSd,0,105500
619,9,NridgHt,1828,2007,774,1822,2,2007,0,PConc,CmentBd,1,11694,CemntBd,108,314813
620,8,Timber,2262,2003,749,1482,2,2003,780,PConc,VinylSd,2,12244,VinylSd,0,305000
621,3,Edwards,864,1914,0,864,1,1950,0,BrkTil,Stucco,0,8248,Stucco,0,67000
623,5,Sawyer,980,1977,484,980,1,1977,0,CBlock,Plywood,0,7064,Plywood,0,135000
624,6,Somerst,1512,2000,440,756,2,2000,756,PConc,MetalSd,1,2117,MetalSd,32,168500
625,6,NWAmes,1790,1972,484,732,1,1972,778,CBlock,VinylSd,1,10400,VinylSd,0,165150
626,6,NAmes,1116,1962,440,1116,1,1962,0,CBlock,Wd Sdng,0,10000,Wd Sdng,0,160000
627,5,NAmes,1422,1960,286,978,1,1978,0,CBlock,Wd Sdng,1,12342,Wd Sdng,0,139900
628,6,NAmes,1520,1955,364,1156,1,1972,0,CBlock,AsbShng,2,9600,AsbShng,0,153000
629,5,NAmes,2080,1969,504,1040,1,1969,1040,PConc,Plywood,2,11606,Plywood,0,135000
630,6,NAmes,1350,1964,520,1248,1,1964,0,CBlock,Wd Sdng,0,9020,Plywood,0,168500
631,5,OldTown,1750,1880,240,636,1,1991,661,BrkTil,VinylSd,0,9000,VinylSd,0,124000
632,8,NridgHt,1554,2006,627,1554,2,2006,0,PConc,VinylSd,1,4590,VinylSd,73,209500
634,5,NAmes,1056,1954,260,1056,1,2005,0,CBlock,Wd Sdng,0,9250,Wd Sdng,0,139400
635,6,OldTown,1056,1980,576,1056,0,1980,0,CBlock,Plywood,0,6979,Plywood,56,144000
636,6,SWISU,3395,1914,0,1440,2,1995,1440,CBlock,VinylSd,0,10896,VinylSd,110,200000
637,2,BrkSide,800,1936,0,264,1,1950,0,BrkTil,AsbShng,1,6120,AsbShng,0,60000
638,5,OldTown,1387,1954,256,811,2,1954,576,CBlock,Wd Sdng,0,6000,Wd Sdng,0,93000
639,5,Edwards,796,1910,0,796,1,1950,0,CBlock,Wd Sdng,0,8777,MetalSd,0,85000
640,8,Blmngtn,1567,2006,648,1520,2,2006,0,PConc,VinylSd,1,3982,VinylSd,0,264561
642,7,Somerst,1929,2001,650,1057,2,2001,872,PConc,VinylSd,1,7050,VinylSd,235,226000
644,5,NWAmes,1620,1969,462,780,2,1969,840,CBlock,HdBoard,0,10793,WdShing,0,152000
646,6,NAmes,981,1971,576,981,1,1971,0,CBlock,Plywood,0,10530,Plywood,312,143250
648,6,Edwards,1094,1953,495,1094,1,1953,0,CBlock,Wd Sdng,2,10452,Wd Sdng,0,155000
649,6,NAmes,1839,1966,442,756,1,1966,788,CBlock,MetalSd,1,7700,MetalSd,124,155000
650,4,MeadowV,630,1970,0,630,1,1970,0,CBlock,CmentBd,0,1936,CemntBd,0,84500
652,4,Edwards,1510,1940,296,755,1,1950,755,CBlock,MetalSd,1,9084,MetalSd,0,108000
653,7,CollgCr,1716,1996,512,880,2,1996,807,PConc,VinylSd,1,8750,VinylSd,120,191000
656,6,BrDale,1092,1971,264,525,1,1971,567,CBlock,ImStucc,0,1680,HdBoard,0,88000
657,5,NAmes,1053,1959,312,1053,1,2006,0,CBlock,HdBoard,0,10007,HdBoard,0,145500
658,7,Crawfor,1502,1931,270,776,1,2000,651,BrkTil,Wd Shng,1,7200,Stucco,0,149000
659,6,NAmes,1458,1948,330,912,1,1950,546,CBlock,VinylSd,1,17503,VinylSd,0,97500
660,5,Edwards,1486,1964,480,1486,1,1999,0,PConc,MetalSd,0,9937,MetalSd,0,167000
661,7,NWAmes,1935,1976,550,793,2,1976,793,CBlock,Plywood,1,12384,Plywood,113,197900
663,6,NAmes,1392,1968,576,1392,1,1968,0,CBlock,Wd Sdng,2,13560,Wd Sdng,0,110000
664,4,Edwards,1181,1972,588,1138,2,1972,0,CBlock,Plywood,0,10012,Plywood,0,137500
667,6,NAmes,2380,1965,596,1021,2,1979,915,CBlock,Plywood,1,18450,Plywood,265,129000
